Cycle_no,NDC
111,0.9824487899155147
112,0.9823290399202681
113,0.9822097226073908
114,0.9820908348613683
115,0.9819723736002128
116,0.9818543357749888
117,0.9817367183693387
118,0.9816195183990204
119,0.9815027329114554
120,0.981386358985281
121,0.981270393729911
122,0.9811548342851061
123,0.9810396778205493
124,0.9809249215354322
125,0.9808105626580449
126,0.9806965984453733
127,0.980583026182705
128,0.9804698431832436
129,0.9803570467877217
130,0.9802446343640338
131,0.9801326033068599
132,0.9800209510373101
133,0.979909675002561
134,0.9797987726755135
135,0.9796882415544429
136,0.9795780791626628
137,0.9794682830481894
138,0.9793588507834168
139,0.979249779964794
140,0.9791410682125087
141,0.9790327131701744
142,0.9789247125045245
143,0.9788170639051111
144,0.97870976508401
145,0.9786028137755239
146,0.9784962077359016
147,0.9783899447430503
148,0.9782840225962622
149,0.9781784391159374
150,0.9780731921433178
151,0.9779682795402187
152,0.9778636991887699
153,0.9777594489911623
154,0.9776555268693892
155,0.977551930765004
156,0.9774486586388694
157,0.9773457084709224
158,0.977243078259933
159,0.9771407660232736
160,0.9770387697966872
161,0.976937087634062
162,0.9768357176072082
163,0.9767346578056392
164,0.9766339063363549
165,0.9765334613236296
166,0.9764333209088026
167,0.9763334832500697
168,0.9762339465222836
169,0.9761347089167498
170,0.9760357686410336
171,0.9759371239187605
172,0.9758387729894298
173,0.9757407141082249
174,0.9756429455458243
175,0.975545465588223
176,0.9754482725365491
177,0.9753513647068892
178,0.9752547404301091
179,0.9751583980516858
180,0.975062335931534
181,0.9749665524438414
182,0.9748710459769012
183,0.9747758149329488
184,0.9746808577280052
185,0.9745861727917162
186,0.9744917585671972
187,0.9743976135108785
188,0.9743037360923555
189,0.9742101247942392
190,0.9741167781120068
191,0.9740236945538596
192,0.97393087264058
193,0.9738383109053875
194,0.9737460078938022
195,0.9736539621635042
196,0.9735621722842049
197,0.9734706368375086
198,0.9733793544167794
199,0.9732883236270171
200,0.9731975430847247
201,0.9731070114177867
202,0.9730167272653388
203,0.9729266892776471
204,0.9728368961159937
205,0.972747346452546
206,0.9726580389702478
207,0.972568972362698
208,0.9724801453340398
209,0.9723915565988445
210,0.9723032048819984
211,0.9722150889186005
212,0.9721272074538448
213,0.9720395592429188
214,0.9719521430508937
215,0.9718649576526232
216,0.9717780018326405
217,0.9716912743850527
218,0.9716047741134468
219,0.9715184998307833
220,0.9714324503593048
221,0.9713466245304366
222,0.97126102118469
223,0.9711756391715736
224,0.9710904773494947
225,0.9710060108849087
226,0.9709217599206098
227,0.9708377233596341
228,0.9707539001135082
229,0.9706702891020306
230,0.970586889253184
231,0.9705036995030514
232,0.970420718795736
233,0.9703379460832837
234,0.970255380325598
235,0.9701730204903654
236,0.9700908655529784
237,0.970008914496455
238,0.9699271663113708
239,0.9698456199957752
240,0.9697642745551233
241,0.9696831290022021
242,0.9696021823570566
243,0.9695214336469243
244,0.9694408819061583
245,0.9693605261761624
246,0.9692803655053204
247,0.9692003989489304
248,0.9691206255691353
249,0.9690410444348591
250,0.9689616546217438
251,0.9688824552120787
252,0.9688034452947414
253,0.9687246239651336
254,0.9686459903251186
255,0.9685675434829639
256,0.9684892825532724
257,0.9684112066569299
258,0.9683333149210422
259,0.9682562889084874
260,0.9681794421522695
261,0.968102773810356
262,0.9680262830562174
263,0.967949969069053
264,0.9678738310337387
265,0.9677978681407797
266,0.9677220795862499
267,0.96764646457175
268,0.9675710223043489
269,0.9674957519965406
270,0.9674206528661906
271,0.9673457241364894
272,0.9672709650359004
273,0.9671963747981187
274,0.9671219526620192
275,0.9670476978716093
276,0.9669736096759886
277,0.9668996873292965
278,0.9668259300906731
279,0.9667523372242076
280,0.9666789079989011
281,0.966605641688619
282,0.966532537572051
283,0.9664595949326638
284,0.9663868130586659
285,0.966314191242957
286,0.9662417287830951
287,0.9661694249812527
288,0.9660972791441728
289,0.9660252905831344
290,0.9659534586139105
291,0.9658817825567303
292,0.9658102617362391
293,0.9657388954814613
294,0.9656676831257617
295,0.9655966240068078
296,0.9655257174665343
297,0.965454962851107
298,0.9653843595108839
299,0.9653139068003809
300,0.9652436040782376
301,0.9651734507071817
302,0.965103446053993
303,0.9650335894894672
304,0.9649638803883896
305,0.9648943181294922
306,0.9648249020954285
307,0.9647556316727339
308,0.9646865062517981
309,0.9646175252268312
310,0.9645486879958303
311,0.9644799939605502
312,0.9644114425264727
313,0.9643430331027719
314,0.9642747651022882
315,0.9642066379414959
316,0.9641386510404713
317,0.9640708038228677
318,0.9640030957158807
319,0.9639355261502253
320,0.9638680945601035
321,0.9638008003831745
322,0.9637336430605273
323,0.9636666220366589
324,0.9635997367594373
325,0.9635329866800804
326,0.9634663712531267
327,0.963399889936409
328,0.9633335421910284
329,0.9632673274813277
330,0.963201245274865
331,0.9631352950423886
332,0.9630694762578117
333,0.963003788398188
334,0.962938230943684
335,0.9628728033775574
336,0.9628075051861283
337,0.9627423358587615
338,0.9626772948878386
339,0.9626123817687324
340,0.9625475959997889
341,0.9624829370822995
342,0.962418404520477
343,0.9623539978214385
344,0.9622897164951771
345,0.9622255600545443
346,0.9621615280152237
347,0.9620976198957111
348,0.9620338352172911
349,0.9619701735040196
350,0.9619066342826976
351,0.9618432170828543
352,0.9617799214367235
353,0.9617167468792217
354,0.9616536929479318
355,0.9615907591830799
356,0.9615279451275153
357,0.9614652503266921
358,0.9614026743286469
359,0.9613402166839822
360,0.961277876945845
361,0.9612156546699092
362,0.961153549414353
363,0.9610915607398457
364,0.9610296882095246
365,0.9609679313889765
366,0.960906289846225
367,0.9608447631517049
368,0.9607833508782485
369,0.9607220526010669
370,0.960660867897733
371,0.9605997963481612
372,0.9605388375345953
373,0.9604779910415878
374,0.9604172564559816
375,0.9603566333668951
376,0.9602961213657082
377,0.9602357200460394
378,0.9601754290037353
379,0.9601152478368519
380,0.960055176145639
381,0.9599952135325226
382,0.9599353596020936
383,0.9598756139610839
384,0.9598159762183618
385,0.9597564459849071
386,0.959697022873801
387,0.95963770650021
388,0.959578496481369
389,0.9595193924365696
390,0.9594603939871444
391,0.9594015007564505
392,0.9593427123698589
393,0.9592840284547326
394,0.9592254486404248
395,0.9591669725582529
396,0.9591085998414912
397,0.9590503301253545
398,0.9589921630469873
399,0.9589340982454434
400,0.9588761353616829
401,0.9588182740385494
402,0.9587605139207624
403,0.958702854654901
404,0.9586452958893932
405,0.9585878372745037
406,0.9585304784623173
407,0.95847321910673
408,0.9584160588634333
409,0.9583589973899052
410,0.9583020343453972
411,0.9582451693909179
412,0.9581884021892266
413,0.9581317324048186
414,0.9580751597039124
415,0.9580186837544395
416,0.9579623042260331
417,0.9579060207900144
418,0.9578501544713414
419,0.9577943825051904
420,0.9577387045732929
421,0.9576831203590861
422,0.9576276295476082
423,0.9575722318254778
424,0.9575169268808915
425,0.9574617144036092
426,0.9574065940849421
427,0.9573515656177473
428,0.9572966286964143
429,0.9572417830168559
430,0.9571870282764943
431,0.9571323641742584
432,0.9570777904105662
433,0.9570233066873203
434,0.9569689127078972
435,0.9569146081771365
436,0.95686039280133
437,0.9568062662882127
438,0.9567522283469594
439,0.9566982786881659
440,0.9566444170238458
441,0.9565906430674189
442,0.9565369565337032
443,0.9564833571389049
444,0.9564298446006105
445,0.9563764186377766
446,0.9563230789707217
447,0.9562698253211186
448,0.9562166574119811
449,0.9561635749676626
450,0.956110577713842
451,0.9560576653775171
452,0.9560048376869953
453,0.9559520943718871
454,0.9558994351630956
455,0.9558468597928085
456,0.9557943679944915
457,0.9557419595028792
458,0.9556896340539681
459,0.9556373913850055
460,0.9555852312344866
461,0.95553315334214
462,0.9554811574489278
463,0.9554292432970326
464,0.9553774106298484
465,0.9553256591919788
466,0.9552739887292259
467,0.9552223989885816
468,0.955170889718221
469,0.9551194606674998
470,0.9550681115869386
471,0.9550168422282218
472,0.9549656523441894
473,0.9549145416888282
474,0.9548635100172651
475,0.9548125570857606
476,0.954761682651704
477,0.9547108864736006
478,0.954660168311069
479,0.9546095279248352
480,0.9545589650767261
481,0.954508479529656
482,0.9544580710476291
483,0.9544077393957268
484,0.9543574843401028
485,0.954307305647978
486,0.9542572030876331
487,0.9542071764284001
488,0.9541572254406584
489,0.9541073498958282
490,0.9540575495663645
491,0.9540078242257486
492,0.9539581736484853
493,0.9539085976100948
494,0.9538590958871038
495,0.9538096682570456
496,0.953760314498451
497,0.9537110343908404
498,0.9536618277147206
499,0.9536126942515805
500,0.9535636337838789
501,0.9535146460950452
502,0.9534657309694704
503,0.9534168881925027
504,0.9533681175504415
505,0.9533194188305291
506,0.9532707918209516
507,0.9532222363108291
508,0.9531737520902074
509,0.9531253389500557
510,0.9530769966822661
511,0.9530287250796374
512,0.95298052393588
513,0.9529323930456046
514,0.9528843322043183
515,0.95283634120842
516,0.9527884198551975
517,0.9527405679428148
518,0.9526927852703159
519,0.9526450716376148
520,0.952597426845492
521,0.9525498506955881
522,0.9525023429903994
523,0.9524549035332769
524,0.9524079539690862
525,0.9523610710661883
526,0.9523142546292827
527,0.9522675044701789
528,0.9522208204014827
529,0.9521742022365942
530,0.9521276497897022
531,0.9520811628757812
532,0.9520347413105859
533,0.9519883849106462
534,0.951942093493263
535,0.951895866876507
536,0.9518497048792083
537,0.9518036073209575
538,0.9517575740220997
539,0.9517116048037317
540,0.9516656994876945
541,0.9516198578965711
542,0.9515740798536833
543,0.9515283651830853
544,0.9514827137095621
545,0.9514371252586241
546,0.9513915996565027
547,0.9513461367301493
548,0.951300736307226
549,0.9512553982161065
550,0.9512101222858699
551,0.9511649083462973
552,0.9511197562278689
553,0.9510746657617589
554,0.9510296367798309
555,0.9509846691146362
556,0.95093976259941
557,0.950894917068065
558,0.9508501323551923
559,0.9508054082960532
560,0.9507607447265773
561,0.9507161414833605
562,0.9506715984036599
563,0.950627115325388
564,0.9505826920871135
565,0.9505383285280528
566,0.9504940244880737
567,0.9504497798076857
568,0.9504055943280396
569,0.9503614678909191
570,0.9503174003387447
571,0.9502733915145681
572,0.9502294412620647
573,0.9501855494255343
574,0.9501417158498966
575,0.950097940380688
576,0.9500542228640585
577,0.95001056314677
578,0.9499669610761884
579,0.949923416500285
580,0.949879929267631
581,0.9498364992273954
582,0.949793126229344
583,0.9497498101238279
584,0.9497065507617923
585,0.9496633479947645
586,0.9496202016748543
587,0.949577111654751
588,0.949534077787718
589,0.9494910999275935
590,0.9494481779287853
591,0.9494053116462662
592,0.9493625009355754
593,0.9493197456528132
594,0.9492770456546378
595,0.9492344007982619
596,0.9491918109414498
597,0.9491492759425184
598,0.9491067956603294
599,0.9490643699542869
600,0.9490219986843393
601,0.9489796817109737
602,0.9489374188952099
603,0.9488952100986028
604,0.9488530551832358
605,0.9488109540117208
606,0.9487689064471951
607,0.9487269123533173
608,0.9486849715942655
609,0.9486430840347351
610,0.9486012495399345
611,0.9485594679755849
612,0.9485177392079169
613,0.9484760631036679
614,0.9484344395300778
615,0.948392868354887
616,0.9483513494463375
617,0.9483098826731663
618,0.9482684679046034
619,0.9482271050103714
620,0.948185793860682
621,0.948144534326233
622,0.9481033262782048
623,0.9480621695882618
624,0.9480210641285469
625,0.9479800097716784
626,0.9479390063907515
627,0.9478980538593319
628,0.9478571520514555
629,0.9478163008416257
630,0.947775500104811
631,0.9477347497164433
632,0.9476940495524141
633,0.9476533994890737
634,0.9476127994032297
635,0.9475722491721407
636,0.9475317486735184
637,0.9474912977855254
638,0.9474508963867698
639,0.9474105443563055
640,0.9473702415736278
641,0.947329987918674
642,0.94728978327182
643,0.9472496275138765
644,0.9472095205260903
645,0.9471694621901406
646,0.9471294523881347
647,0.9470894910026086
648,0.9470495779165264
649,0.9470097130132721
650,0.9469698961766543
651,0.9469301272909018
652,0.9468904062406592
653,0.9468507329109878
654,0.9468111071873626
655,0.9467715289556706
656,0.9467319981022092
657,0.946692514513682
658,0.946653078077199
659,0.946613688680276
660,0.9465743462108273
661,0.9465350505571697
662,0.9464958016080196
663,0.9464565992524868
664,0.9464174433800779
665,0.9463783338806893
666,0.9463392706446108
667,0.94630025356252
668,0.9462612825254816
669,0.9462223574249461
670,0.9461834781527464
671,0.9461446446010977
672,0.9461058566625947
673,0.9460671142302095
674,0.9460284171972921
675,0.9459897654575662
676,0.9459511589051275
677,0.9459125974344442
678,0.9458740809403511
679,0.9458356093180529
680,0.9457971824631208
681,0.9457588002714866
682,0.945720462639449
683,0.9456821694636651
684,0.9456439206411497
685,0.9456057160692781
686,0.9455675556457788
687,0.9455294392687372
688,0.9454913668365882
689,0.94545333824812
690,0.9454153534024674
691,0.9453774121991149
692,0.9453395145378927
693,0.9453016603189763
694,0.9452638494428818
695,0.9452260818104692
696,0.9451883573229367
697,0.9451506758818206
698,0.9451130373889942
699,0.9450754417466681
700,0.9450378888573824
701,0.9450003786240123
702,0.9449629109497626
703,0.9449254857381678
704,0.944888102893089
705,0.9448507623187129
706,0.9448134639195548
707,0.9447762076004487
708,0.9447392103803235
709,0.9447022545638766
710,0.9446653400584647
711,0.9446284667718311
712,0.9445916346120297
713,0.9445548434874186
714,0.9445180933066649
715,0.9444813839787387
716,0.9444447154129144
717,0.9444080875187664
718,0.9443715002061721
719,0.9443349533853073
720,0.9442984469666431
721,0.944261980860951
722,0.9442255549792948
723,0.9441891692330354
724,0.9441528235338235
725,0.9441165177936024
726,0.9440802519246055
727,0.9440440258393541
728,0.9440078394506591
729,0.9439716926716156
730,0.9439355854156041
731,0.9438995175962921
732,0.9438634891276259
733,0.9438274999238332
734,0.9437915498994245
735,0.9437556389691866
736,0.9437197670481855
737,0.9436839340517633
738,0.9436481398955365
739,0.9436123844953981
740,0.9435766677675119
741,0.9435409896283135
742,0.9435053499945101
743,0.943469748783078
744,0.9434341859112599
745,0.943398661296569
746,0.9433631748567813
747,0.9433277265099392
748,0.9432923161743478
749,0.9432569437685762
750,0.9432216092114546
751,0.9431863124220725
752,0.9431510533197788
753,0.94311583182418
754,0.9430806478551399
755,0.9430455013327803
756,0.9430103921774748
757,0.942975320309852
758,0.9429402856507941
759,0.9429052881214309
760,0.9428703276431486
761,0.9428354041375787
762,0.9428005175266018
763,0.9427656677323459
764,0.9427308546771854
765,0.9426960782837404
766,0.9426613384748754
767,0.942626635173697
768,0.9425919683035546
769,0.9425573377880382
770,0.9425227435509785
771,0.9424881855164468
772,0.9424536636087488
773,0.9424191777524316
774,0.9423847278722752
775,0.9423503138932953
776,0.9423159357407439
777,0.9422815933401035
778,0.9422472866170912
779,0.9422130154976531
780,0.942178779907968
781,0.9421445797744418
782,0.9421104150237096
783,0.9420762855826342
784,0.9420421913783066
785,0.9420081323380394
786,0.9419741083893743
787,0.9419401194600735
788,0.9419061654781232
789,0.9418722463717325
790,0.9418383620693291
791,0.9418045124995633
792,0.9417706975913023
793,0.9417369172736332
794,0.9417031714758604
795,0.9416694601275035
796,0.9416357831582995
797,0.9416021404982001
798,0.9415685320773691
799,0.9415349578261835
