Cycle_no,NDC
227,0.8641002217942518
228,0.8639582104590751
229,0.8638168075439888
230,0.8636760078573216
231,0.8635358062735785
232,0.8633961977323145
233,0.8632571772370435
234,0.8631187398541669
235,0.862980880711913
236,0.8628435949993212
237,0.8627068779652227
238,0.8625707249172583
239,0.8624351312209122
240,0.8623000922985691
241,0.8621656036285764
242,0.8620316607443452
243,0.861898259233453
244,0.8617653947367779
245,0.8616330629476354
246,0.8615012596109479
247,0.861369980522422
248,0.8612392215277384
249,0.8611089785217717
250,0.8609792474478074
251,0.8608500242967891
252,0.8607213051065749
253,0.8605930859612072
254,0.8604653629901967
255,0.8603381323678176
256,0.8602113903124352
257,0.8600851330858085
258,0.8599593569924503
259,0.8598340583789571
260,0.8597092336333929
261,0.8595848791846487
262,0.8594609915018355
263,0.8593375670936886
264,0.8592146025079578
265,0.8590920943308508
266,0.8589700391864518
267,0.8588484337361597
268,0.8587272746781529
269,0.8586065587468436
270,0.8584862827123447
271,0.8583664433799599
272,0.8582470375896697
273,0.8581280622156385
274,0.8580095141657061
275,0.8578913903809217
276,0.8577736878350708
277,0.8576564035341997
278,0.8575395345161612
279,0.8574230778501658
280,0.85730703063635
281,0.8571913900053303
282,0.857076153117779
283,0.8569613171640157
284,0.8568468793635846
285,0.8567328369648554
286,0.8566191872446276
287,0.8565059275077381
288,0.8563930550866776
289,0.8562805673412142
290,0.8561684616580233
291,0.8560567354503217
292,0.8559453861575096
293,0.855834411244823
294,0.8557238082029779
295,0.8556135745478396
296,0.8555037078200797
297,0.8553942055848537
298,0.8552850654314694
299,0.8551762849730816
300,0.8550678618463616
301,0.854959793711201
302,0.8548520782504034
303,0.854744713169391
304,0.8546376961959093
305,0.8545310250797336
306,0.8544246975923886
307,0.8543187115268716
308,0.8542130646973765
309,0.8541077549390211
310,0.8540027801075769
311,0.853898138079217
312,0.8537938267502522
313,0.8536898440368791
314,0.8535861878749286
315,0.8534828562196158
316,0.8533798470453109
317,0.8532771583452884
318,0.8531747881314948
319,0.8530727344343245
320,0.8529709953023841
321,0.8528695688022735
322,0.852768453018361
323,0.8526676460525732
324,0.8525671460241734
325,0.8524669510695567
326,0.852367059342039
327,0.8522674690116531
328,0.8521681782649508
329,0.8520691853048029
330,0.8519704883502024
331,0.8518720856360725
332,0.8517739754130794
333,0.8516761559474406
334,0.8515786255207496
335,0.8514813824297925
336,0.8513844249863575
337,0.8512877515170699
338,0.8511913603632242
339,0.851095249880604
340,0.8509994184393083
341,0.8509038644236047
342,0.8508085862317458
343,0.8507135822758206
344,0.8506188509815884
345,0.8505243907883333
346,0.8504302001486954
347,0.8503362775285266
348,0.850242621406739
349,0.8501492302751592
350,0.8500561026383819
351,0.8499632370136252
352,0.8498706319305885
353,0.8497782859313104
354,0.849686197570035
355,0.8495943654130759
356,0.8495027880386832
357,0.8494114640369078
358,0.8493203920094688
359,0.8492295705696365
360,0.8491389983420894
361,0.8490486739628069
362,0.8489585960789303
363,0.8488687633486518
364,0.8487791744410843
365,0.8486898280361594
366,0.848600722824494
367,0.8485118575072834
368,0.8484232307961885
369,0.8483348414132174
370,0.8482466880906218
371,0.8481587695707833
372,0.8480710846061082
373,0.847983631958917
374,0.8478964104013484
375,0.847809418715247
376,0.8477226556920642
377,0.8476361201327599
378,0.8475498108476989
379,0.8474637266565533
380,0.847377866388214
381,0.8472922288806793
382,0.8472068129809747
383,0.8471216175450518
384,0.8470366414377031
385,0.8469518835324632
386,0.8468673427115246
387,0.846783017865649
388,0.8466989078940774
389,0.8466150117044414
390,0.8465313282126872
391,0.8464478563429839
392,0.8463645950276455
393,0.8462815432070384
394,0.846198699829517
395,0.8461160638513326
396,0.8460336342365556
397,0.8459514099569996
398,0.8458693899921412
399,0.8457875733290502
400,0.8457059589623095
401,0.8456245458939406
402,0.8455433331333356
403,0.8454623196971766
404,0.8453815046093749
405,0.8453008869009893
406,0.8452204656101631
407,0.8451402397820542
408,0.8450602084687668
409,0.8449803707292834
410,0.8449007256293991
411,0.8448212722416547
412,0.8447420096452769
413,0.8446629369261053
414,0.844584053176538
415,0.8445053574954637
416,0.8444268489882023
417,0.844348526766442
418,0.8442703899481812
419,0.844192437657667
420,0.8441146690253346
421,0.8440370831877578
422,0.8439596792875776
423,0.8438824564734617
424,0.8438054139000322
425,0.8437285507278206
426,0.8436518661232114
427,0.8435753592583809
428,0.8434990293112526
429,0.8434228754654407
430,0.8433468969101953
431,0.8432710928403561
432,0.8431954624562934
433,0.8431200049638672
434,0.8430447195743667
435,0.8429696055044689
436,0.842894661976185
437,0.8428198882168172
438,0.8427452834589038
439,0.8426708469401795
440,0.8425965779035206
441,0.8425224755969049
442,0.8424485392733643
443,0.8423747681909405
444,0.8423011616126371
445,0.8422277188063796
446,0.8421544390449667
447,0.8420813216060327
448,0.8420083657720009
449,0.8419355708300454
450,0.8418629360720411
451,0.8417904607945331
452,0.8417181442986859
453,0.8416459858902502
454,0.8415739848795198
455,0.8415021405812925
456,0.841430452314832
457,0.8413589194038249
458,0.841287541176348
459,0.8412163169648279
460,0.8411452461060043
461,0.8410743279408901
462,0.8410035618147385
463,0.8409329470770044
464,0.8408624830813097
465,0.8407921691854052
466,0.8407220047511443
467,0.8406519891444356
468,0.8405821217352153
469,0.8405124018974132
470,0.840442829008918
471,0.8403734024515456
472,0.8403041216110003
473,0.8402349858768512
474,0.8401659946424955
475,0.8400971473051247
476,0.8400284432656916
477,0.8399598819288878
478,0.839891462703103
479,0.8398231850004002
480,0.8397550482364842
481,0.8396870518306677
482,0.8396191952058512
483,0.8395514777884817
484,0.8394838990085293
485,0.8394164582994611
486,0.8393491550982092
487,0.8392819888451394
488,0.8392149589840339
489,0.8391480649620525
490,0.8390813062297107
491,0.8390146822408492
492,0.8389481924526128
493,0.8388818363254178
494,0.838815613322932
495,0.838749522912041
496,0.8386835645628277
497,0.8386177377485459
498,0.8385520419455937
499,0.838486476633492
