t [s],V [V],I [A],Step_Index
810.9481481,4.163228989,1.000014305,2
820.9638006,4.164685726,0.999833703,2
830.9792857,4.166628361,1.000014305,2
840.9948176,4.168247223,0.999833703,2
851.0103616,4.17002821,0.999653101,2
861.0259068,4.171647072,0.999653101,2
871.0414852,4.173589706,0.999833703,2
881.0570454,4.175370216,0.999833703,2
891.057308,4.177151203,0.999833703,2
901.0725149,4.178931713,0.999653101,2
911.0880994,4.1807127,0.999833703,2
921.1036174,4.18249321,0.999833703,2
931.1191903,4.184274197,0.999833703,2
941.1347239,4.186054707,0.999833703,2
951.1503169,4.187835693,0.999833703,2
961.1655669,4.189778328,0.999833703,2
971.1656079,4.19139719,0.999833703,2
981.1813419,4.1931777,0.999653101,2
991.1969519,4.19495821,0.999653101,2
1001.212473,4.196900845,0.999833703,2
1011.228084,4.198681831,0.999833703,2
1017.884196,4.200138569,0.999833703,2
1027.900185,4.199814796,0.972381115,3
1037.915674,4.199814796,0.95052737,3
1047.931209,4.199814796,0.929757297,3
1057.946758,4.199653149,0.9104321,3
1067.961946,4.199653149,0.891287565,3
1077.962247,4.199976921,0.873045981,3
1087.977818,4.199653149,0.854985058,3
1097.993428,4.199653149,0.837104738,3
1108.009001,4.199653149,0.819946885,3
1118.024059,4.199491024,0.803511441,3
1128.024275,4.199814796,0.787437201,3
1138.039981,4.199814796,0.771724224,3
1148.055507,4.199814796,0.75619179,3
1158.070877,4.199653149,0.740478814,3
1168.070989,4.199653149,0.725668848,3
1178.086539,4.199814796,0.711039484,3
1188.101851,4.199814796,0.696590722,3
1198.102108,4.199814796,0.682683825,3
1208.117646,4.199653149,0.668776929,3
1218.132735,4.199653149,0.655773044,3
1228.133074,4.199814796,0.642227352,3
1238.148629,4.199653149,0.62958467,3
1248.164224,4.199653149,0.61712265,3
1258.179797,4.199653149,0.605021834,3
1268.195293,4.199653149,0.592559814,3
1278.210889,4.199814796,0.581362009,3
1288.226,4.199814796,0.569261193,3
1298.242035,4.199653149,0.558424652,3
1308.25755,4.199653149,0.547046244,3
1318.273057,4.199491024,0.5360291,3
1328.288662,4.199814796,0.525734365,3
1338.304171,4.199653149,0.515259027,3
1348.319732,4.199814796,0.505144894,3
1358.334941,4.199653149,0.495391995,3
1368.335376,4.199653149,0.485458493,3
1378.35038,4.199653149,0.476066798,3
1388.366418,4.199653149,0.466675133,3
1398.381873,4.199814796,0.457464069,3
1408.397228,4.199653149,0.448794812,3
1418.397554,4.199653149,0.439764351,3
1428.412926,4.199814796,0.43163693,3
1438.428511,4.199814796,0.423148304,3
1448.444019,4.199814796,0.414840251,3
1458.459594,4.199491024,0.406532228,3
1468.475153,4.199491024,0.398585439,3
1478.490705,4.199653149,0.391361058,3
1488.506236,4.199653149,0.383594871,3
1498.521801,4.199814796,0.37637049,3
1508.537383,4.199653149,0.368784904,3
1518.552937,4.199814796,0.361921757,3
1528.568465,4.199491024,0.355058581,3
1538.584008,4.199653149,0.348014832,3
1548.599591,4.199814796,0.341693521,3
1558.615131,4.199653149,0.335010976,3
1568.630485,4.199814796,0.328689635,3
1578.630517,4.199653149,0.322368324,3
1588.646191,4.199653149,0.316408217,3
1598.66175,4.199653149,0.31044811,3
1608.677299,4.199814796,0.304849207,3
1618.692841,4.199814796,0.298889101,3
1628.708397,4.199653149,0.293109626,3
1638.724048,4.199653149,0.287510723,3
1648.739527,4.199814796,0.282634288,3
1658.755082,4.199653149,0.277215987,3
1668.77066,4.199491024,0.271797717,3
1678.786151,4.199814796,0.266921282,3
1688.80173,4.199653149,0.262044817,3
1698.817268,4.199653149,0.256987751,3
1708.832859,4.199653149,0.252111316,3
1718.848398,4.199653149,0.247415468,3
1728.863972,4.199653149,0.242900237,3
1738.879512,4.199653149,0.238565609,3
1748.895098,4.199814796,0.234411597,3
1758.910191,4.199814796,0.230076969,3
1768.910539,4.199814796,0.225922957,3
1778.926095,4.199814796,0.221588343,3
1788.941642,4.199814796,0.217795551,3
1798.957194,4.199653149,0.213822141,3
1808.972727,4.199653149,0.20966813,3
1818.98829,4.199814796,0.206055939,3
1829.003887,4.199491024,0.202443764,3
1839.019431,4.199814796,0.198650956,3
1849.034951,4.199653149,0.1954,3
1859.050492,4.199814796,0.191607207,3
1869.066057,4.199814796,0.188356236,3
1879.081335,4.199653149,0.184563443,3
1889.097181,4.199814796,0.181673691,3
1899.112753,4.199653149,0.178422719,3
1909.128268,4.199814796,0.175171763,3
1919.128274,4.199814796,0.17228201,3
1929.14376,4.199653149,0.168850437,3
1939.159156,4.199814796,0.165780067,3
1949.159321,4.199653149,0.16289033,3
1959.174805,4.199653149,0.16018118,3
1969.190344,4.199653149,0.157291442,3
1979.205913,4.199491024,0.15440169,3
1989.221166,4.199814796,0.151873156,3
1999.221299,4.199653149,0.149164021,3
2009.23702,4.199814796,0.146454886,3
2019.252536,4.199814796,0.144106954,3
2029.268096,4.199976921,0.141578436,3
2039.283756,4.199653149,0.139411122,3
2049.299261,4.199653149,0.136701986,3
2059.314344,4.199814796,0.134534672,3
2069.314472,4.199814796,0.132367358,3
2079.314586,4.199814796,0.129838824,3
2089.329952,4.199653149,0.12767151,3
2099.330082,4.199653149,0.125142992,3
2109.345733,4.199653149,0.123517506,3
2119.36118,4.199653149,0.120988972,3
2129.376748,4.199653149,0.119002268,3
2139.392343,4.199653149,0.11719618,3
2149.407842,4.199653149,0.115209475,3
2159.42349,4.199814796,0.11322277,3
2169.438568,4.199814796,0.111416683,3
2179.438924,4.199653149,0.109249368,3
2189.454437,4.199653149,0.107804492,3
2199.470007,4.199653149,0.105817795,3
2209.485556,4.199814796,0.1040117,3
2219.501089,4.199653149,0.102386214,3
2229.516658,4.199653149,0.100399517,3
2239.532232,4.199814796,0.09913525,3
2249.547802,4.199814796,0.097148545,3
2259.563361,4.199653149,0.095342457,3
2269.57889,4.199653149,0.094078191,3
2279.594453,4.199653149,0.092272095,3
2289.609975,4.199653149,0.091007829,3
2299.625434,4.199653149,0.08956296,3
2309.641081,4.199653149,0.088118084,3
2319.656666,4.199814796,0.086311989,3
2329.672202,4.199491024,0.085228339,3
2339.687767,4.199653149,0.083422244,3
2349.703343,4.199814796,0.082699805,3
2359.718904,4.199976921,0.081254929,3
2369.718955,4.199653149,0.079810061,3
2379.733962,4.199491024,0.078184575,3
2389.749918,4.199814796,0.077462137,3
2399.765471,4.199653149,0.076017261,3
2409.781089,4.199653149,0.074752994,3
2419.796165,4.199653149,0.073488735,3
2429.796541,4.199814796,0.072405078,3
2439.812069,4.199653149,0.07150203,3
2449.827626,4.199814796,0.070057154,3
2459.842963,4.199653149,0.069334716,3
2469.842999,4.199653149,0.067889847,3
2479.858554,4.199814796,0.067167409,3
2489.874218,4.199814796,0.066083752,3
2499.889802,4.199653149,0.065180704,3
2509.905321,4.199653149,0.063916437,3
2519.9209,4.199814796,0.063013397,3
2529.936426,4.199814796,0.06192974,3
2539.951993,4.199653149,0.060846083,3
2549.967556,4.199653149,0.059762426,3
2559.983118,4.199814796,0.058859382,3
2569.998659,4.199814796,0.058136944,3
2580.014188,4.199653149,0.057414506,3
2590.029786,4.199814796,0.056692071,3
2600.045313,4.199814796,0.055427805,3
2610.060918,4.199491024,0.054705366,3
2620.07604,4.199814796,0.054163542,3
2630.07609,4.199814796,0.053079884,3
2640.091916,4.199653149,0.051815618,3
2650.107487,4.199814796,0.051454403,3
2660.123013,4.199814796,0.050912574,3
2670.138575,4.199653149,0.049828917,3
2680.154193,4.199814796,0.049106479,3
2690.169703,4.199653149,0.048384044,3
2700.185233,4.199653149,0.047480997,3
2710.200787,4.199814796,0.047119778,3
2720.215953,4.199653149,0.04621673,3
2730.215986,4.199814796,0.045674905,3
2740.231913,4.199976921,0.044952467,3
2750.247398,4.199653149,0.044049419,3
2760.262942,4.199814796,0.043507591,3
2770.278539,4.199653149,0.042785157,3
2780.294041,4.199814796,0.042243328,3
2790.309622,4.199653149,0.04152089,3
2800.325169,4.199653149,0.041159671,3
2810.340359,4.199814796,0.040437236,3
2820.356276,4.199653149,0.039895408,3
2830.371768,4.199814796,0.03899236,3
2840.387469,4.199653149,0.038811751,3
2850.402959,4.199491024,0.038089313,3
2860.41852,4.199653149,0.037728097,3
2870.433446,4.199653149,0.037005659,3
2880.433509,4.199814796,0.036463831,3
2890.433739,4.199653149,0.036102612,3
2900.433899,4.199814796,0.035560783,3
2910.448922,4.199653149,0.034838349,3
2920.44944,4.199653149,0.03429652,3
2930.464529,4.199653149,0.033935301,3
2940.479964,4.199814796,0.033935301,3
2950.4804,4.199653149,0.033212863,3
2960.495931,4.199653149,0.032671034,3
2970.510957,4.199653149,0.0319486,3
2980.511185,4.199814796,0.03176799,3
2990.511248,4.199653149,0.031226162,3
3000.511391,4.199814796,0.031045552,3
3010.526821,4.199814796,0.030684333,3
3020.542381,4.199491024,0.029961897,3
3030.557938,4.199653149,0.029781288,3
3040.573515,4.199491024,0.029239459,3
3050.588885,4.199814796,0.028878242,3
3060.604632,4.199814796,0.028336413,3
3070.619795,4.199653149,0.028155804,3
3080.62,4.199814796,0.027975194,3
3090.620071,4.199653149,0.027252758,3
3100.6356,4.199814796,0.026710929,3
3110.651193,4.199653149,0.026169103,3
3120.666699,4.199653149,0.025807884,3
3130.682238,4.199653149,0.025446665,3
3140.697799,4.199491024,0.024904838,3
3150.71358,4.199491024,0.024543619,3
3160.728507,4.199653149,0.024363009,3
3170.728609,4.199814796,0.0241824,3
3180.72881,4.199653149,0.023821181,3
3190.744323,4.199653149,0.023459964,3
3200.759869,4.199653149,0.023098744,3
3210.775421,4.199814796,0.022918135,3
3220.791023,4.199653149,0.022737525,3
3230.806569,4.199491024,0.022195699,3
3240.822112,4.199491024,0.022015089,3
3250.837587,4.199653149,0.022015089,3
3260.853204,4.199814796,0.021292651,3
3270.868759,4.199814796,0.021292651,3
3280.884371,4.199491024,0.020931434,3
3290.899915,4.199653149,0.020570215,3
3300.915418,4.199653149,0.020570215,3
3303.399811,4.199653149,0.019847777,3
3313.415628,4.198034286,0,4
3323.431179,4.197872162,0,4
3333.446758,4.198034286,0,4
3343.462277,4.197872162,0,4
3353.477224,4.197548389,0,4
3363.477748,4.197710514,0,4
3373.493327,4.197872162,0,4
3383.508714,4.197710514,0,4
3393.50882,4.197386742,0,4
3403.524249,4.197548389,0,4
3413.539912,4.197386742,0,4
3423.555446,4.197548389,0,4
3433.571005,4.197224617,0,4
3443.586559,4.197386742,0,4
3453.60217,4.197548389,0,4
3463.617774,4.197062969,0,4
3473.632833,4.197224617,0,4
3483.633208,4.197224617,0,4
3493.64873,4.197062969,0,4
3503.663925,4.197062969,0,4
3513.679946,4.197224617,0,4
3523.695396,4.197062969,0,4
3533.710933,4.196900845,0,4
3543.725923,4.197224617,0,4
3553.72643,4.196900845,0,4
3563.741939,4.197062969,0,4
3573.757076,4.197062969,0,4
3583.757371,4.197224617,0,4
3593.773092,4.197062969,0,4
3603.788076,4.196900845,0,4
3613.788592,4.197062969,0,4
3623.804074,4.196900845,0,4
3633.819154,4.197062969,0,4
3643.819618,4.196900845,0,4
3653.834764,4.196900845,0,4
3663.834776,4.196739197,0,4
3673.835004,4.196900845,0,4
3683.850528,4.196739197,0,4
3693.866119,4.196739197,0,4
3703.881152,4.196739197,0,4
3713.881375,4.196577072,0,4
3723.881523,4.196739197,0,4
3733.896678,4.196577072,0,4
3743.912648,4.196739197,0,4
3753.912661,4.196577072,0,4
3763.928308,4.196577072,0,4
3773.943661,4.196739197,0,4
3783.959214,4.196577072,0,4
3793.959264,4.196577072,0,4
3803.974519,4.196577072,0,4
3813.990263,4.196739197,0,4
3824.005843,4.196577072,0,4
3834.021358,4.196577072,0,4
3844.036914,4.196577072,0,4
3854.052484,4.196577072,0,4
3864.068055,4.196415424,0,4
3874.083591,4.196415424,0,4
3884.099144,4.196577072,0,4
3894.114307,4.196415424,0,4
3904.130367,4.196415424,0,4
3914.145713,4.1962533,0,4
3924.161382,4.1962533,0,4
3934.176902,4.1962533,0,4
3944.176907,4.1962533,0,4
3954.19239,4.196415424,0,4
3964.207956,4.196415424,0,4
3974.223528,4.1962533,0,4
3984.238613,4.196091652,0,4
3994.238626,4.1962533,0,4
4004.254608,4.196091652,0,4
4014.270019,4.1962533,0,4
4024.2857,4.1962533,0,4
4034.301219,4.1962533,0,4
4044.316799,4.196091652,0,4
4054.33232,4.196091652,0,4
4064.34788,4.196091652,0,4
4074.363441,4.196091652,0,4
4084.379083,4.1962533,0,4
4094.394543,4.1962533,0,4
4104.41012,4.195929527,0,4
4114.42565,4.196091652,0,4
4124.44128,4.195929527,0,4
4134.456795,4.196091652,0,4
4144.472339,4.195929527,0,4
4154.487781,4.196091652,0,4
4164.487804,4.196091652,0,4
4174.503346,4.1962533,0,4
4184.518816,4.195929527,0,4
4194.534485,4.196091652,0,4
4204.550022,4.1962533,0,4
4214.565593,4.196091652,0,4
4224.581039,4.195929527,0,4
4234.596729,4.195929527,0,4
4244.612298,4.195767879,0,4
4254.627416,4.195929527,0,4
4264.627733,4.195929527,0,4
4274.643317,4.195929527,0,4
4284.658856,4.195929527,0,4
4294.674379,4.195767879,0,4
4304.689945,4.195929527,0,4
4314.705495,4.195767879,0,4
4324.721075,4.195929527,0,4
4334.736988,4.195929527,0,4
4344.752065,4.195767879,0,4
4354.752093,4.195767879,0,4
4364.767266,4.195767879,0,4
4374.767584,4.195605755,0,4
4384.783191,4.195767879,0,4
4394.798599,4.195767879,0,4
4404.814278,4.195605755,0,4
4414.829714,4.195767879,0,4
4424.829738,4.195605755,0,4
4434.829804,4.195929527,0,4
4444.845214,4.195444107,0,4
4454.860772,4.195605755,0,4
4464.876319,4.195605755,0,4
4474.891903,4.195444107,0,4
4484.907451,4.195605755,0,4
4494.922833,4.195605755,0,4
4504.938463,4.195605755,0,4
4514.938487,4.195444107,0,4
4524.953947,4.195605755,0,4
4534.969658,4.195605755,0,4
4544.985147,4.195605755,0,4
4554.985154,4.195444107,0,4
4565.000696,4.195444107,0,4
4575.016181,4.195605755,0,4
4585.031765,4.195444107,0,4
4595.047321,4.195767879,0,4
4605.06284,4.195444107,0,4
4615.078405,4.195444107,0,4
4625.093967,4.195444107,0,4
4635.109103,4.195605755,0,4
4645.125139,4.195444107,0,4
4655.125143,4.195444107,0,4
4665.140584,4.195444107,0,4
4675.156212,4.195444107,0,4
4685.170992,4.195444107,0,4
4695.171419,4.195444107,0,4
4705.186695,4.195444107,0,4
4715.187118,4.195281982,0,4
4725.202164,4.195444107,0,4
4735.202649,4.195281982,0,4
4745.217678,4.195444107,0,4
4755.218148,4.195444107,0,4
4765.233368,4.195444107,0,4
4775.233657,4.195281982,0,4
4785.249156,4.195444107,0,4
4795.264663,4.195444107,0,4
4805.280274,4.195281982,0,4
4815.295769,4.195281982,0,4
4825.311327,4.195281982,0,4
4835.326798,4.195281982,0,4
4845.342458,4.195281982,0,4
4855.358007,4.195281982,0,4
4865.373566,4.195281982,0,4
4875.388814,4.195281982,0,4
4885.389041,4.195281982,0,4
4895.404574,4.195444107,0,4
4905.420055,4.195281982,0,4
4915.420069,4.195281982,0,4
4925.43563,4.195281982,0,4
4935.451246,4.195281982,0,4
4945.466362,4.195281982,0,4
4955.466754,4.195281982,0,4
4965.482296,4.195120335,0,4
4975.497826,4.195281982,0,4
4985.513334,4.195281982,0,4
4995.528921,4.195281982,0,4
5005.54445,4.195281982,0,4
5015.559995,4.195120335,0,4
5025.575545,4.195281982,0,4
5035.591107,4.195281982,0,4
5045.606855,4.195281982,0,4
5055.62173,4.195281982,0,4
5065.637819,4.195281982,0,4
5075.653309,4.195281982,0,4
5085.668899,4.195281982,0,4
5095.668913,4.195120335,0,4
5105.684307,4.195281982,0,4
5115.684347,4.195120335,0,4
5125.699911,4.195281982,0,4
5135.700073,4.195281982,0,4
5145.715385,4.195120335,0,4
5155.731213,4.195120335,0,4
5165.746471,4.195281982,0,4
5175.762136,4.195281982,0,4
5185.777612,4.195281982,0,4
5195.792623,4.195120335,0,4
5205.792653,4.195120335,0,4
5215.793091,4.195281982,0,4
5225.808538,4.195120335,0,4
5235.823985,4.195120335,0,4
5245.824065,4.195281982,0,4
5255.824098,4.19495821,0,4
5265.839125,4.195120335,0,4
5275.839481,4.195120335,0,4
5285.854986,4.195120335,0,4
5295.870551,4.195120335,0,4
5305.886125,4.195120335,0,4
5315.901281,4.195120335,0,4
5325.901581,4.19495821,0,4
5335.917164,4.195120335,0,4
5345.932685,4.195120335,0,4
5355.948235,4.195281982,0,4
5365.963369,4.195120335,0,4
5375.963939,4.19495821,0,4
5385.978768,4.19495821,0,4
5395.979056,4.19495821,0,4
5405.994289,4.195120335,0,4
5415.994775,4.19495821,0,4
5426.010201,4.195120335,0,4
5436.025811,4.194796562,0,4
5446.025893,4.195120335,0,4
5456.041344,4.19495821,0,4
5466.056872,4.19495821,0,4
5476.072423,4.19495821,0,4
5486.072442,4.19495821,0,4
5496.087917,4.19495821,0,4
5506.103106,4.194796562,0,4
5516.119115,4.19495821,0,4
5526.134497,4.195120335,0,4
5536.134519,4.19495821,0,4
5546.150067,4.195120335,0,4
5556.165466,4.19495821,0,4
5566.165557,4.19495821,0,4
5576.18116,4.19495821,0,4
5586.196664,4.194796562,0,4
5596.212237,4.19495821,0,4
5606.227402,4.195120335,0,4
5616.243345,4.194796562,0,4
5626.258887,4.195120335,0,4
5636.274514,4.195120335,0,4
5646.289937,4.194796562,0,4
5656.305565,4.19495821,0,4
5666.321117,4.19495821,0,4
5676.336683,4.19495821,0,4
5686.352225,4.19495821,0,4
5696.367773,4.194634914,0,4
5706.383328,4.19495821,0,4
5716.398915,4.19495821,0,4
5726.414444,4.19495821,0,4
5736.430016,4.19495821,0,4
5746.445584,4.19495821,0,4
5756.461106,4.19495821,0,4
5766.476692,4.194796562,0,4
5776.492212,4.194796562,0,4
5786.507907,4.194796562,0,4
5796.523127,4.19495821,0,4
5806.523187,4.19495821,0,4
5816.523261,4.194796562,0,4
5826.53819,4.194796562,0,4
5836.53873,4.194796562,0,4
5846.554248,4.19495821,0,4
5856.569412,4.19495821,0,4
5866.569734,4.19495821,0,4
5876.585323,4.194796562,0,4
5886.60067,4.194796562,0,4
5896.600906,4.194796562,0,4
5906.615813,4.194796562,0,4
5916.631919,4.194796562,0,4
5926.647074,4.194796562,0,4
5936.647261,4.194634914,0,4
5946.662946,4.194796562,0,4
5956.678366,4.194796562,0,4
5966.694002,4.194634914,0,4
5976.709597,4.194796562,0,4
5986.725955,4.194634914,0,4
5996.74072,4.19447279,0,4
6006.756233,4.194796562,0,4
6016.771822,4.194796562,0,4
6026.787236,4.194796562,0,4
6036.78732,4.194796562,0,4
6046.802822,4.194796562,0,4
6056.818381,4.194796562,0,4
6066.81839,4.194796562,0,4
6076.833252,4.194634914,0,4
6086.833793,4.194796562,0,4
6096.848959,4.194634914,0,4
6106.864336,4.194796562,0,4
6116.864428,4.194634914,0,4
6126.864764,4.194634914,0,4
6136.879644,4.194796562,0,4
6146.880257,4.194634914,0,4
6156.895806,4.194634914,0,4
6166.91076,4.194634914,0,4
6176.911281,4.194796562,0,4
6186.926866,4.194634914,0,4
6196.926879,4.194634914,0,4
6206.942354,4.194634914,0,4
6216.957789,4.19447279,0,4
6226.95787,4.194634914,0,4
6236.973365,4.194634914,0,4
6246.988997,4.194634914,0,4
6257.004469,4.194634914,0,4
6267.020029,4.194634914,0,4
6277.035253,4.194634914,0,4
6287.035553,4.194634914,0,4
6297.035658,4.19447279,0,4
6307.050477,4.194796562,0,4
6317.050926,4.194634914,0,4
6327.065925,4.19447279,0,4
6337.06642,4.19447279,0,4
6347.081973,4.194634914,0,4
6357.097133,4.194634914,0,4
6367.112611,4.194634914,0,4
6377.113102,4.194634914,0,4
6387.113115,4.194634914,0,4
6397.128528,4.194634914,0,4
6407.144062,4.194634914,0,4
6417.15964,4.194634914,0,4
6427.175161,4.19447279,0,4
6437.190718,4.19447279,0,4
6447.206276,4.19447279,0,4
6457.221564,4.19447279,0,4
6467.237396,4.19447279,0,4
6477.252955,4.19447279,0,4
6487.268211,4.194634914,0,4
6497.268479,4.194634914,0,4
6507.283908,4.19447279,0,4
6517.299536,4.19447279,0,4
6527.315099,4.19447279,0,4
6537.330687,4.19447279,0,4
6547.346216,4.19447279,0,4
6557.36176,4.194311142,0,4
6567.377285,4.19447279,0,4
6577.392889,4.19447279,0,4
6587.408406,4.19447279,0,4
6597.423945,4.194634914,0,4
6607.439499,4.19447279,0,4
6617.454746,4.194311142,0,4
6627.454992,4.194311142,0,4
6637.470545,4.19447279,0,4
6647.486089,4.19447279,0,4
6657.501457,4.19447279,0,4
6667.501488,4.19447279,0,4
6677.517143,4.194311142,0,4
6687.532725,4.194311142,0,4
6697.548255,4.194311142,0,4
6707.563804,4.19447279,0,4
6717.579402,4.19447279,0,4
6727.595029,4.19447279,0,4
6737.610489,4.19447279,0,4
6747.625684,4.19447279,0,4
6757.626054,4.194149017,0,4
6767.641523,4.194311142,0,4
6777.657085,4.19447279,0,4
6787.657145,4.194311142,0,4
6797.672557,4.194311142,0,4
6807.688092,4.194311142,0,4
6817.703663,4.194311142,0,4
6827.719629,4.194311142,0,4
6837.734281,4.194311142,0,4
6847.734323,4.194311142,0,4
6857.734565,4.19447279,0,4
6867.75025,4.19447279,0,4
6877.765773,4.194634914,0,4
6887.781287,4.194311142,0,4
6897.796858,4.194311142,0,4
6907.812439,4.194311142,0,4
6917.82795,4.194311142,0,4
6927.843416,4.194311142,0,4
6937.843441,4.194311142,0,4
6947.858999,4.194311142,0,4
6957.874535,4.19447279,0,4
6967.890117,4.19447279,0,4
6977.905663,4.194311142,0,4
6987.921055,4.194149017,0,4
6997.921236,4.194149017,0,4
7007.936332,4.19447279,0,4
7017.93662,4.194311142,0,4
7027.952002,4.194311142,0,4
7037.967783,4.194149017,0,4
7047.967799,4.194149017,0,4
7057.983282,4.194149017,0,4
7067.998774,4.194149017,0,4
7078.014331,4.194149017,0,4
7088.029906,4.194149017,0,4
7098.045455,4.194311142,0,4
7108.061016,4.194149017,0,4
7118.076558,4.194311142,0,4
7128.091726,4.194311142,0,4
7138.107747,4.194311142,0,4
7148.123246,4.194149017,0,4
7158.138777,4.194149017,0,4
7168.154325,4.194149017,0,4
7178.169872,4.194311142,0,4
7188.185462,4.194149017,0,4
7198.201029,4.194311142,0,4
7208.216291,4.194149017,0,4
7218.216593,4.194149017,0,4
7228.232096,4.194311142,0,4
7238.247642,4.194149017,0,4
7248.263083,4.194311142,0,4
7258.278742,4.194311142,0,4
7268.294249,4.194149017,0,4
7278.309793,4.194149017,0,4
7288.325411,4.194149017,0,4
7298.34083,4.194311142,0,4
7308.34088,4.194311142,0,4
7318.356424,4.194149017,0,4
7328.371742,4.194149017,0,4
7338.371856,4.194149017,0,4
7348.387417,4.194149017,0,4
7358.402975,4.194149017,0,4
7368.418523,4.194311142,0,4
7378.418593,4.194149017,0,4
7388.433834,4.19398737,0,4
7398.433928,4.19398737,0,4
7408.449503,4.194149017,0,4
7418.465079,4.194149017,0,4
7428.480595,4.194149017,0,4
7438.496259,4.194311142,0,4
7448.51176,4.194149017,0,4
7458.527301,4.194149017,0,4
7468.527303,4.19398737,0,4
7478.527404,4.194149017,0,4
7488.542546,4.194149017,0,4
7498.542712,4.19398737,0,4
7508.558237,4.194149017,0,4
7518.573791,4.194149017,0,4
7528.589439,4.19398737,0,4
7538.604446,4.194149017,0,4
7548.620435,4.194149017,0,4
7558.636017,4.19398737,0,4
7568.651544,4.194149017,0,4
7578.667055,4.19398737,0,4
7588.682612,4.194149017,0,4
7598.69815,4.194149017,0,4
7608.714256,4.194149017,0,4
7618.729304,4.194149017,0,4
7628.744837,4.19398737,0,4
7638.760462,4.19398737,0,4
7648.775969,4.194149017,0,4
7658.791492,4.194149017,0,4
7668.807076,4.194149017,0,4
7678.822618,4.19398737,0,4
7688.83816,4.194149017,0,4
7698.853718,4.194149017,0,4
7708.869293,4.19398737,0,4
7718.88486,4.194149017,0,4
7728.90043,4.19398737,0,4
7738.915931,4.19398737,0,4
7748.931483,4.19398737,0,4
7758.947027,4.19398737,0,4
7768.962323,4.194149017,0,4
7778.978211,4.19398737,0,4
7788.993727,4.194149017,0,4
7799.009277,4.19398737,0,4
7809.024838,4.19398737,0,4
7819.040369,4.19398737,0,4
7829.055942,4.194149017,0,4
7839.071499,4.194149017,0,4
7849.086762,4.19398737,0,4
7859.102668,4.19398737,0,4
7869.117799,4.19398737,0,4
7879.133783,4.19398737,0,4
7889.149332,4.19398737,0,4
